page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
233,t_p_120_1176_p000233,medium,True,needs_human_review,table_or_index,,table,112,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

fran N

~wN

Iss sa N

ww

\\

NN

\

\\

~ NS

~ ON

we

WN

20

180

hy

LN

30

<Q

I

20

30

70

<~

60

EL|

(n) ®)

Je

BA

/

50

CIE

oo

Q

LF

ky

(A) 8)

(PL

220

10

190

Q

fl

280

230

280

Sc)

C) ©

y

N77

S¥

SY

270

10

260

50

170

250

(D) » 160

80

120

80

110

220

280

80

240

OD

100

200 \

A

oN

90 90° /

110

110

Cl

90

280

100 100

SY

130

<]

120

270

110

100

260 —

250-°

120TP250052.MCE

Double Passenger Seat (120-42548-005/009/505/509)

Figure 41

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1174

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000233.tif,,needs_review,
236,t_p_120_1176_p000236,medium,True,needs_human_review,table_or_index,,table,104,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

aS

XY

20

2

2

“N

\

\

30

iQ

20

310 180

190

©

70

30

ee

Ys

EX

(a) ®)

oY

A!

CE

a

50

<F

a

OQ

<Iy

(A) 8)

220

10

260

QD

O

t/

230

300

i

300

QW

C) ©

P

,

140

290

10

170

zo

150

(D) wo

120

80 980

10

OD

220 300

100

80

240

250 \

“

<L

SN

90 90° /

<

110

90

300

100 100

Se,

130

110

A

120

29

100

280

270-°

120TP250050.MCE

Double Passenger Seat (120-42548-007/507)

Figure 42

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1177

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000236.tif,,needs_review,
239,t_p_120_1176_p000239,medium,True,needs_human_review,table_or_index,,table,105,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

aN

SX

20

2

NN

\\

30

2

a

20

300 180

190

Ae

70

30

oes

60

C7?

Fl (@) ©

<N

oo~

ae

(74)

(so

CIE

QQ

<>

(A) ®)

220

10

260

<s

Q

230

300

JS

300

NY

C) ©

QW

S

y

140

®,

10

290

150

170

e707

(D) » 160

120

80 g0

220 300

110

80

240

210 S

100

250 \

ae

<

110

90 90° /

110

SL

90

300 |

100 100

130

(77)

120

Oi,

110

280

290

100

270-°

120TP250053.MCE

Double Passenger Seat (120-45851-001/501)

Figure 43

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1180

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000239.tif,,needs_review,
242,t_p_120_1176_p000242,medium,True,needs_human_review,table_or_index,,table,92,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

SX

AN

20

30

NN

.

Q

)

\

»

N

20

290 180

30

190

=,

-

230

(74)

/@®e

70

LFA

is

<

YQ

J

O

t/

Je

ln

50

XX

S

y

REZ

10

SS

50

170

(C) ao

80 89

120

man <o)

10

80

240

250

100

4

ae

90 90° /

C,

LF) 110

90

110

100 100

<

290 oS

130

120

270 —S

280 ——

110

100

260 ——2

120TP250054.MCE

Double Passenger Seat (120-45851-003/503)

Figure 44

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1183

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000242.tif,,needs_review,
245,t_p_120_1176_p000245,medium,True,needs_human_review,table_or_index,,table,113,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

4 yaw

NN ~

Is NS ~7N

ww we

WN

~S N

~ \)

WW

\

=

~~

a ONS

\'s

a

<

~~

20

30

180

2

ly

Pa

20

70

30

<>

L/,

<N

&

C?

(a) (B®

ae

(7)

50

CIE

<>

ky,

(A) 8)

Sea

(PP

220

10

190

QD

t/

280

230

280

NY

©) ©

y

:

N77

SY

p

10

260

270

150

170

250

(D) a

120

80 g09

110

220

280

80

240

OD

200

100

<,

ON

Q\

90 99

110

90

110

<

280

100 100

p

130

</

120

270

110

100

260

=

250—*

120TP250055.MCE

Double Passenger Seat (120-45851-007/507)

Figure 45

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1186

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000245.tif,,needs_review,
248,t_p_120_1176_p000248,medium,True,needs_human_review,table_or_index,,table,103,1,table_or_index_medium_or_ambiguous,"MAINTENANCE MANUAL WITH

-< EMBRAER

ILLUSTRATED PARTS LIST

40

200

i

BN

ANI

\\

20

30

2

a

»

N

20

300 180

IO

70

190

30

Aral

60

O

=) (a) ®

<N

ra

fA

(4)

(so

<>

Sa

Lao

220

10

<

260

Q

£]

230

300

<Ig

300

Ss

Cc) ©

SX

SY

ie

290

10

NN

=

150

170

e707

(D) «0 160

120

80 90

110

210 ws

220 300

100

80

240

250 \

<,

ae

90 90° /

ol

90

110

100 100

300 | 6

C7

130

120

290

110

100

280-~*

270-°

120TP250053.MCE

Double Passenger Seat (120-45851-005/505)

Figure 46

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1189

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000248.tif,,needs_review,
251,t_p_120_1176_p000251,medium,True,needs_human_review,table_or_index,,table,102,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
40
200 QLD
By SQ 20
280 180 bo <> (C) gD
70 30
ena 9
r~~HO Eqoe J
Cr SP me: GE
(/ 50 ( LF
ILS Ti|(A) B)
220 ae Ga <b
10
280 » (A)
230 ye
280 | << WN ] EA
ae WN Sar
290 10 ~
ot 160 170
270 (D) .
ral 80 .
210 110
240 & “280 \, 100 14575 4 i
i ST (® 90"" 90 * 6.4 A 0
280 EX oo 100 a
290 —_| 110 ®
380] 100 115
270—0
120TP250056.MCE
Double Passenger Seat (120-41825-001)
Figure 47
Sheet 1
EFFECTIVITY: ALL 25-21 -00
‘Sep 2088
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000251.tif,,needs_review,
254,t_p_120_1176_p000254,medium,True,needs_human_review,table_or_index,,table,96,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

a

AN

20

L

q

\

‘N)

\

N

30

»

20

250 150

160

IO

70

30

&

60

C7

Fl @) ©

roy

mae

(4

50

Q

<>

190

PAS

10

<

220

QQ

200

250

(Toe

250

©) ©

Sv

SY

y

=,

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<

115

115

<

90

250 |

CT

100 100

(77)

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-501)

Figure 48

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1195

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000254.tif,,needs_review,
257,t_p_120_1176_p000257,medium,True,needs_human_review,table_or_index,,table,98,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

o-~

AN

20

?

Q

‘N)

\

N

30

“

20

250 150

160

IO

70

30

&>

60

C?

im ®

lee,

mae

(2D

50

QD

<>

190

DAD

10

220

Sa

200

250

(Tos

250

<)

©) ©

Sv

SY

y

é

C7

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<i

115

115

Sl

90

250 |

El

100 100

(77

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-009/509)

Figure 49

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1198

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000257.tif,,needs_review,
260,t_p_120_1176_p000260,medium,True,needs_human_review,table_or_index,,table,95,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

SQ

aS

20

30

N

\

\

20

2

a

>

\

Q

270 180

30

190

=, )\

270

230

(n) ®B)

(LE

1D

70

Q

<>

pa

(A) ®)

10

—

Q

J

O

L/

se

(a

50

©)

y

REZ

10

140

50

170

(C) oo

120

115

80

80

110

80

OD

220 2/0

250

100

240

Qa

115

90 90

Gf

115

115

<.

90

100

125

270

Cl

100 439 15

270-—

10018

260 —-2

120TP250058.MCE

Double Passenger Seat (120-41825-003/503)

Figure 50

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1201

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000260.tif,,needs_review,
263,t_p_120_1176_p000263,medium,True,needs_human_review,table_or_index,,table,119,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

LPNS

aN ~

Is SN ~7\

We

nS N

Nv \

\\

WN

K |

he \\ in

\

\\

~ WW

\N

20

180

>

A

30

Q

Y

hy

20

30

70

<

a

<=

60

(a) B

KS

EL|

(74)

CIE

ia

50

<—F

Jy

(A) &)

220

Sa

(FL

10

QD

190

J

260

230

260

©) ©

ww

y

wi

©,

ET]

270

10

WJ

aa

Ais

260

150 160

170

250

80

115)

80

80

80

100

aso

220 960

115

240

200 \

<L

115

CN

AN

90 90

90

115

260

125

\&,

400 100 ec ye

270

115 tHo

260 ——

250 —¢

120TP250059.MCE

Double Passenger Seat (120-41825-007/017)

Figure 51

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1204

T.P. 120/1176

Jan 15/01
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000263.tif,,needs_review,
266,t_p_120_1176_p000266,medium,True,needs_human_review,table_or_index,,table,117,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
ce~ 40
Wess \
we \\
Ye \ N
150 <2. 1 30
& 20
(C) is
30
70
Sr 3
VF Fi @ © y
y~ » OD ST] ®
(/ 50 (K SF
wT si||(a) ®
ey 4
10
200 | SI SF
230 Jy (A)
180 ys y
230 | Pa (C) (D) WN ee ZA
SL 140
4 10 aN
230-—*
220 —f (D)
80
wil? 80 9
1D} 170 230 sai 110 80
190 210 \ 100 Ly
| a (B) 90% 90 | “ee a7 115
ay ) 100 100 4130 Pind 125
230 —4 10 18 7 \°
— 100 115
220 —o
120TP250060A.MCE
Double Passenger Seat (120-41825-507/517)
Figure 52
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1207
Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000266.tif,,needs_review,
268,t_p_120_1176_p000268,medium,True,needs_human_review,detailed_parts_list,,table,121,7,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
52 160 | AM03078-30 ASHTRAY ooocccccccccscssssesseesesevtteessineensee F065846 2
170 | 120-40636-001 LINING ASSY, - ARMREST .........ccccc VS4956 3
180 | 120-41475-001 COVER, TRIM, FRONT oo.....cccccccscceeecne VS4956 1
190 | 120-41475-003 COVER, TRIM, FRONT oo.....cccccccscceeecne VS4956 2
200 | 120-41474-001 _COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-201 | 120-41474-002 COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
210 | 120-41231-001 _COVER, TRIM, REAR - MOVABLE
ARMREST ooo ccccssosscsessossesessesesseteseretenteesenee VS4956 2
ATTACHING PARTS
220 | PE17001-3PR PLUG, NYLON oo.ecccccccccccessesssteeeessteneeesee 3
230 | MS24693-C26 SCREW ooccccccceccessseseesssssteeesseveneeeeseeeseen 16

USAGE CODE LIST

A AIRCRAFT 120104 THRU 120308 AND
120310

-ITEM NOT ILLUSTRATED

Double Passenger Seat (120-41825-507/517)
Figur",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000268.tif,,needs_review,
269,t_p_120_1176_p000269,medium,True,needs_human_review,table_or_index,,table,99,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
40
200 QLD
By SQ 20
280 180 bo <> (C) <>
70 30
ena 9
r~~HO Eqoe J
Cr SP me: GE
(/ 50 ( LF
ULF 7|(A) B)
280 <9 (A)
230 \
280 | << WN ] EA
ae WN Sar
290 =} ° a 170
280 ~~“
_#F 160
270 (D) *
ral 80 i
210 110
240 & “280 \, 100 14575 4 i
i ST (® 90"" 90 * 6.4 A 0
280 AA M5 de ed, 4
290 —_| 110 @
2801 100 115
270 —e
120TP250056.MCE
Double Passenger Seat (120-41825-005)
Figure 53
Sheet 1
EFFECTIVITY: ALL 25-21 -00
‘Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000269.tif,,needs_review,
272,t_p_120_1176_p000272,medium,True,needs_human_review,table_or_index,,table,96,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

a

AN

20

L

q

\

‘N)

\

N

30

»

20

250 150

160

IO

70

30

&

60

C7

Fl @) ©

roy

mae

(4

50

Q

<>

190

PAS

10

<

220

QQ

200

250

(Toe

250

©) ©

Sv

SY

y

=,

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<

115

115

<

90

250 |

CT

100 100

(77)

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-505)

Figure 54

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1213

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000272.tif,,needs_review,
275,t_p_120_1176_p000275,medium,True,needs_human_review,table_or_index,,table,98,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

o-~

AN

20

?

Q

‘N)

\

N

30

“

20

250 150

160

IO

70

30

&>

60

C?

im ®

lee,

mae

(2D

50

QD

<>

190

DAD

10

220

Sa

200

250

(Tos

250

<)

©) ©

Sv

SY

y

é

C7

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<i

115

115

Sl

90

250 |

El

100 100

(77

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-519/521)

Figure 55

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1216

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000275.tif,,needs_review,
277,t_p_120_1176_p000277,medium,True,needs_human_review,detailed_parts_list,,table,128,6,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
55 190 | 120-40636-001 . LINING ASSY, - ARMREST ..............0000.. VS4956 3
200 | 120-41475-001 . COVER, TRIM, FRONT ............00.c cee VS4956 1
210 | 120-41475-003 . COVER, TRIM, FRONT ............00.c cee VS4956 2
220 | 120-41474-002 . COVER, TRIM, REAR-FIXED ARMREST  VS4956 1
230 | 120-41231-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 2
ATTACHING PARTS
240 | PE17001-3PR ~ PLUG, NYLON 00.0... oo c cc cccceeeeeeeeeeeeeeeeeeeee 3
250 | MS24693-C26 SCREW o.oo. ccccccccccccceceeeeeee eee eeee seen 20
260 | H14-04 AO V15653 3

USAGE CODE: LIST

A AIRCRAFT 120172 THRU 120200 AND
120202 THRU 120999

B AIRCRAFT 120104 THRU 120308 AND
120310

-ITEM NOT ILLUSTRATED

Double Passenger Seat (120-41825-519/521)
Figure 55
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1218

Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000277.tif,,needs_review,
278,t_p_120_1176_p000278,medium,True,needs_human_review,table_or_index,,table,108,1,table_or_index_medium_or_ambiguous,"MAINTENANCE MANUAL WITH

-< EMBRAER

ILLUSTRATED PARTS LIST

AS

260

SX

20

?

NY

\\

40

30

q

\

Q

20

270 4180

190

©

A

70

30

ara

=

SF

A

ay

</%c

ELI

(n) ®)

40

Je

fA

(FL

CIE

a

50

SE,

Q)

Le

(A) 8)

210

Y)

SF

240

270

<I

220

<<

270

Ww

©) ©

y

Ie

C7

10

50

SS

170

270 A

(D) a

120

80 go

210 270

110

80

230

200 DB

100

250 \

CN

<,

110

90 90° /

CL

90

270 |

k 7

100 100

130

Cf

120

110

100

270 A

120TP250061A.MCE

Double Passenger Seat (120-36834-001)

Figure 56

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1219

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000278.tif,,needs_review,
281,t_p_120_1176_p000281,medium,True,needs_human_review,table_or_index,,table,111,0,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

aN

170

SN

20

H

2

N\

40

30

a

me

20

250

“©

A

70

180

30

ea

A

an

L/\, (D)

OS

(a) (8)

40

<n

ee Aan

fA

BA

CIE

50

QQ

SF

Lao

(A) ®)

200

10

230

<

Q

250

C7

r]

210

250

Sc)

(C) ©

x

SY

y

iA

REZ

10

250 A

160

(D) 50

80 go

120

SD

200 250

10

80

220

240

ON

QY

vy 2 ""

C,

110

90

100 100

250 |

@,

7

130

Sf

120

110

100

250 A

120TP250062A.MCE

Double Passenger Seat (120-36834-50 1/509)

Figure 57

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1222

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000281.tif,,needs_review,
284,t_p_120_1176_p000284,medium,True,needs_human_review,table_or_index,,table,99,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

250

aN

20

SX

40

30

%

2

\

‘N'

\

N

20

260 180

\

A

190

>)

30

260

230

an

40

if

(a) B

A

(Tae

70

<>

ID

ae

(A) 8)

>

10

ae

<

QD

SH

d/

60

ast]

se

oo

50

SX

SX

y

10

SS

150

170

(C) ms

80 g0

120

200 SB

210 260

110

80

220

240

100

SNe

AN

90 90° /

<L

110

90

100 499

260

=,

130

120

260 —4

110

100

120TP250063.MCE

Double Passenger Seat (120-36834-003)

Figure 58

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1225

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000284.tif,,needs_review,
287,t_p_120_1176_p000287,medium,True,needs_human_review,table_or_index,,table,92,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

LYS

20

Wp

he

40

30

°°

a

N

20

220 150

\

\

160

=)

30

=

200

A

an

40

1 @®

70

Se

SE,

1D

SL,

SD

(A) &)

<

10

al

Se

=

&

Q

KF

\4

60 (C

af]

7e

o>

50

S&

S

y

(iP

10

80

120

80 980

OD

180 220

10

80

190

210

100

wae

NY

90

“

90

110

90

100 100

220

130

120

209 —~4

110

100

120TP250064.MCE

Double Passenger Seat (120-36834-503)

Figure 59

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1228

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000287.tif,,needs_review,
289,t_p_120_1176_p000289,medium,True,needs_human_review,detailed_parts_list,,table,98,6,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
59 180 | 120-37735-001 LINING ASSY, - ARMREST. .............:6: VS4956 2
190 | 120-40796-003 . COVER, TRIM, FRONT .......... eee VS4956 2
200 | 120-40310-002 . COVER, TRIM, LATERAL ......... ee VS4956 1
-211 | 120-40795-002 . COVER, TRIM, REAR-FIXED ARMREST  VS4956 1
210 | 120-40888-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 1
ATTACHING PARTS
220 | MS24693-C24 SCREW 0... ceeccecceereeeeereeeeeteeeeesneeeeen 10

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED
Double Passenger Seat (120-36834-503)

Figure 59
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1230

Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000289.tif,,needs_review,
290,t_p_120_1176_p000290,medium,True,needs_human_review,table_or_index,,table,101,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

AN

20

190

SQ

mH

40

30

°°

\N

\

20

a

<<

A

250

=,

30

180

250

230

S

an

4

(a) (BY

(72D)

1D

SF;

70

Q

Ls

(A) &)

Koy

10

ae

>

<

&

60 (C)

O

t/

Nes.

se

(

50

Sx

SY

y

REE

Sr

10

150

SS

170

160

©

80

120

80 980

210

250

80

220

200 DB

240

100

ON

90

90

<,

AZ] N10

110

90

250 &7

100 4099

130

120

110

100

250 _

120TP250065A.MCE

Double Passenger Seat (120-36834-511)

Figure 60

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1231

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000290.tif,,needs_review,
293,t_p_120_1176_p000293,medium,True,needs_human_review,table_or_index,,table,129,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
7 oe 7
ee
i aN SN
! LSS SN. 7N
VS. “soy N \
\\\ WES \ 4
190 eee \ \ 20
WS NN
| en 30
~*~ \ 40
1 i A 20
260 180 a (C) RS
70 30
ort
VLZo Eao///~
/ 60 (? (A) 40
IST) ©
We,
210 Rea pe) =
10
240 Wd Fe t/
260 Jy (A)
220 \y
“7 FO ONE
ey FIR Pt 140
10 SX
oo 150 \ 170
OF
120 60 i
200 110
WF 210 260 A 80
250 | A
230 | io 90 96 ime i)”
| ~ to
| 8) 100 bo iva A
260 SF 130 | 4 120
aa 10. /™~
100
260 —4
| 120TP250066.MCE
Double Passenger Seat (120-36834-005/515)
Figure 61
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1234
T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000293.tif,,needs_review,
296,t_p_120_1176_p000296,medium,True,needs_human_review,table_or_index,,table,121,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

4~™

re

SSNS

~ ~“

Lyn SAN

~N

220

\\

VON eNO NN

>

\\

\\7

\ \

20

a~\\

\N\

~ LN

NA

NN

N\\

NN

NN

30

\\

40

20

hy

Uy

230 150

>""

14

x

70

30

>

60

A

ay

(a) ®

40

<ENN

EX

(FL)

CIE

50

Q

ky

(A) 8)

(FL

170

10

Sa

QQ

LF

200

af]

230

180

230

NY

QW

(C) ©

SS

y

7

C/

Cae.

10

oot

(D) 80

80 89

120

110

170

230

80

“DB

100

190

210 \

A

110

90 90° /

Ai

90

230

100 100

120

gl

130

Cf

110

100

230 A

120TP250067.MCE

Double Passenger Seat (120-36834-505)

Figure 62

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1237

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000296.tif,,needs_review,
298,t_p_120_1176_p000298,medium,True,needs_human_review,detailed_parts_list,,table,75,1,detailed_parts_list_not_strong_enough,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM | PER
NUMBER TO ASSY
62 ATTACHING PARTS
230 | MS24693-C24 SCREW ooo eee cee eeeeeeeeeeeeneees 12

USAGE CODE LIST

A AIRCRAFT 120034 THRU 120048 AND
120052

B AIRCRAFT 120034 THRU 120037

C AIRCRAFT 120038 THRU 120048 AND
120052

-ITEM NOT ILLUSTRATED

Double Passenger Seat (120-36834-505)
Figure 62
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1239

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000298.tif,,needs_review,
299,t_p_120_1176_p000299,medium,True,needs_human_review,table_or_index,,table,135,1,table_or_index_medium_or_ambiguous,"-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

Sox

7>>

~SoN TN

~N ~

NWN AS

SAN

NY

180

\eS

ANON

xs

Na

“~

20

Ny

“yy

~ oN

\ \

N\A

NA

NN

a

\ ~~

SN

N\

NA

SN

SN

40

30

SA NN

SQ y

“\

Vy

20

250

|

A

NAL ve

70

30

<>

A

ay

40

/\, (DY

<>

o;

(n) 8

aoe

ae

a

50

B=

CIE

ky

(A) 8)

(Ff

200

10

Sea

SF

QD)

230

ast]

250

210

250

we!

>

C) ©

ZB

A

ISN

Ci

10

S35

160

250

150

(D) » 170

120

80 go

110

80

190 mays

200 250

100

220

240

C

RY

90 so /

a oo

250

100 100

130

|

120

S¢

110

100

250 A

120TP250068.MCE

Double Passenger Seat (120-36834-513)

Figure 63

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1240

T.P. 120/1176

Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000299.tif,,needs_review,
