severity,original_severity,triage_severity,triage_category,triage_action,triage_reason,needs_review,triage_part_candidate,triage_issue_type,report,key,count,part_number,nomenclature,ata_code,page_label,details,tiff_path,ocr_text_path
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-36058-037,,parts_missing_nomenclature,12036058037,1,120-36058-037,,,,Mention pages: 1018,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-36834-019,,parts_missing_nomenclature,12036834019,1,120-36834-019,,,,Mention pages: i/ii,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,120-36834-501/509,,parts_missing_nomenclature,12036834501509,1,120-36834-501/509,,,,Mention pages: 1223,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-36834-51,,parts_missing_nomenclature,1203683451,1,120-36834-51,,,,Mention pages: 1248,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-36839-003,,parts_missing_nomenclature,12036839003,1,120-36839-003,,,,Mention pages: 1019,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-37313-505,,parts_missing_nomenclature,12037313505,1,120-37313-505,,,,Mention pages: 1021,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-37313-509,,parts_missing_nomenclature,12037313509,1,120-37313-509,,,,Mention pages: 1021,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-38429-001,,parts_missing_nomenclature,12038429001,1,120-38429-001,,,,Mention pages: 1022,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-40387-001,,parts_missing_nomenclature,12040387001,1,120-40387-001,,,,Mention pages: 1023,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-41208-003,,parts_missing_nomenclature,12041208003,1,120-41208-003,,,,Mention pages: 1025,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-41225-007,,parts_missing_nomenclature,12041225007,1,120-41225-007,,,,Mention pages: 1026,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-41824-243,,parts_missing_nomenclature,12041824243,1,120-41824-243,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-41826-243,,parts_missing_nomenclature,12041826243,1,120-41826-243,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-41826-535,,parts_missing_nomenclature,12041826535,1,120-41826-535,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-42548-505,,parts_missing_nomenclature,12042548505,1,120-42548-505,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-47462-003,,parts_missing_nomenclature,12047462003,1,120-47462-003,,,,Mention pages: 1033,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50645-035,,parts_missing_nomenclature,12050645035,1,120-50645-035,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50645-037,,parts_missing_nomenclature,12050645037,1,120-50645-037,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-019,,parts_missing_nomenclature,12050648019,1,120-50648-019,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-021,,parts_missing_nomenclature,12050648021,1,120-50648-021,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-031,,parts_missing_nomenclature,12050648031,1,120-50648-031,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-033,,parts_missing_nomenclature,12050648033,1,120-50648-033,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-521,,parts_missing_nomenclature,12050648521,1,120-50648-521,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-533,,parts_missing_nomenclature,12050648533,1,120-50648-533,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-50648-551,,parts_missing_nomenclature,12050648551,1,120-50648-551,,,,Mention pages: i/ii,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-61411-001,,parts_missing_nomenclature,12061411001,1,120-61411-001,,,,Mention pages: 1035,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,1207P250024.MCE,,parts_missing_nomenclature,1207P250024MCE,1,1207P250024.MCE,,,,Mention pages: 1084,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,1ZU-412U0-UU9S,,parts_missing_nomenclature,1ZU412U0UU9S,1,1ZU-412U0-UU9S,,,,Mention pages: 1025,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,1ZU-91020-UU,,parts_missing_nomenclature,1ZU91020UU,1,1ZU-91020-UU,,,,Mention pages: 1015,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-20970-003,,parts_missing_nomenclature,2020970003,1,20-20970-003,,,,Mention pages: 1010,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-26948-001,,parts_missing_nomenclature,2026948001,1,20-26948-001,,,,Mention pages: 1010,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-26948-003,,parts_missing_nomenclature,2026948003,1,20-26948-003,,,,Mention pages: 1010,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-045,,parts_missing_nomenclature,2029068045,1,20-29068-045,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-047,,parts_missing_nomenclature,2029068047,1,20-29068-047,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-049,,parts_missing_nomenclature,2029068049,1,20-29068-049,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-051,,parts_missing_nomenclature,2029068051,1,20-29068-051,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-053,,parts_missing_nomenclature,2029068053,1,20-29068-053,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-055,,parts_missing_nomenclature,2029068055,1,20-29068-055,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-29068-057,,parts_missing_nomenclature,2029068057,1,20-29068-057,,,,Mention pages: 1012,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-34291-001,,parts_missing_nomenclature,2034291001,1,20-34291-001,,,,Mention pages: 1016,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-36060-005,,parts_missing_nomenclature,2036060005,1,20-36060-005,,,,Mention pages: 1018,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-36833-015,,parts_missing_nomenclature,2036833015,1,20-36833-015,,,,Mention pages: 1018,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-36843-001,,parts_missing_nomenclature,2036843001,1,20-36843-001,,,,Mention pages: 1020,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-38427-001,,parts_missing_nomenclature,2038427001,1,20-38427-001,,,,Mention pages: 1022,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-38428-001,,parts_missing_nomenclature,2038428001,1,20-38428-001,,,,Mention pages: 1022,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-38429-001,,parts_missing_nomenclature,2038429001,1,20-38429-001,,,,Mention pages: 1022,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-38455-001,,parts_missing_nomenclature,2038455001,1,20-38455-001,,,,Mention pages: 1022,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-41231-003,,parts_missing_nomenclature,2041231003,1,20-41231-003,,,,Mention pages: 1026,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-42547-019,,parts_missing_nomenclature,2042547019,1,20-42547-019,,,,Mention pages: 1030,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,20-42548-003/503,,parts_missing_nomenclature,2042548003503,1,20-42548-003/503,,,,Mention pages: 1172,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,20-42548-007/507,,parts_missing_nomenclature,2042548007507,1,20-42548-007/507,,,,Mention pages: 1178,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,20-45851-003/503,,parts_missing_nomenclature,2045851003503,1,20-45851-003/503,,,,Mention pages: 1184,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-45851-005,,parts_missing_nomenclature,2045851005,1,20-45851-005,,,,Mention pages: 1032,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,20-45851-005/505,,parts_missing_nomenclature,2045851005505,1,20-45851-005/505,,,,Mention pages: 1190,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-46439-001,,parts_missing_nomenclature,2046439001,1,20-46439-001,,,,Mention pages: 1032,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-50675-001,,parts_missing_nomenclature,2050675001,1,20-50675-001,,,,Mention pages: 1034,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,20-50675-003,,parts_missing_nomenclature,2050675003,1,20-50675-003,,,,Mention pages: 1034,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,29067-015/025/035,,parts_missing_nomenclature,29067015025035,1,29067-015/025/035,,,,Mention pages: 1296,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,29068-017/027/039/059,,parts_missing_nomenclature,29068017027039059,1,29068-017/027/039/059,,,,Mention pages: 1310,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,302 21902,,parts_missing_nomenclature,30221902,1,302 21902,,,,Mention pages: 623,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,4120-36833-503,,parts_missing_nomenclature,412036833503,1,4120-36833-503,,,,Mention pages: 1116,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,41824-003/503,,parts_missing_nomenclature,41824003503,1,41824-003/503,,,,Mention pages: 1058,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,41824-005/505,,parts_missing_nomenclature,41824005505,1,41824-005/505,,,,Mention pages: 1064,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,41825-003/503,,parts_missing_nomenclature,41825003503,1,41825-003/503,,,,Mention pages: 1202,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,420-29069-005,,parts_missing_nomenclature,42029069005,1,420-29069-005,,,,Mention pages: 1013,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,420-36834-001,,parts_missing_nomenclature,42036834001,1,420-36834-001,,,,Mention pages: 1220,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,420-36834-003,,parts_missing_nomenclature,42036834003,1,420-36834-003,,,,Mention pages: 1226,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,42547-001/501,,parts_missing_nomenclature,42547001501,1,42547-001/501,,,,Mention pages: 1080,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,42547-003/503,,parts_missing_nomenclature,42547003503,1,42547-003/503,,,,Mention pages: 1082,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,42547-007/507,,parts_missing_nomenclature,42547007507,1,42547-007/507,,,,Mention pages: 1088,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,584 53901,,parts_missing_nomenclature,58453901,1,584 53901,,,,Mention pages: 605,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,602 1176,,parts_missing_nomenclature,6021176,1,602 1176,,,,Mention pages: 602,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,604 1176,,parts_missing_nomenclature,6041176,1,604 1176,,,,Mention pages: 604,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,606 1176,,parts_missing_nomenclature,6061176,1,606 1176,,,,Mention pages: 606,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,608 1176,,parts_missing_nomenclature,6081176,1,608 1176,,,,Mention pages: 608,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,610 1176,,parts_missing_nomenclature,6101176,1,610 1176,,,,Mention pages: 610,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,612 1176,,parts_missing_nomenclature,6121176,1,612 1176,,,,Mention pages: 612,,
info,review,info,non_part_reference_or_noise,suppress_from_review_queue,review row does not contain a plausible part number,false,614 1176,,parts_missing_nomenclature,6141176,1,614 1176,,,,Mention pages: 614,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-36843-001,,suspicious_part_ata,12036843001:11-00-66,1,120-36843-001,"HOLDER, MAGAZINE",11-00-66,,Catalog ATA: 25-21-00; mention pages: 1021,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-37313-001,,suspicious_part_ata,12037313001:11-00-66,1,120-37313-001,"HOLDER, MAGAZINE",11-00-66,,Catalog ATA: 25-21-00; mention pages: 1021,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,120-37313-535,,suspicious_part_ata,12037313535:11-00-66,1,120-37313-535,"HOLDER, MAGAZINE",11-00-66,,Catalog ATA: 25-21-00; mention pages: 1021,,
review,review,review,real_part_catalog_review,manual_review,candidate looks like a real part; keep in review even though no specific QA rule matched,true,595-37038,,suspicious_part_ata,59537038:51-70-01,1,595-37038,NERS WHICH JOIN THE SEAT,51-70-01,,Catalog ATA: 25-21-00; mention pages: 609,,
info,review,info,compound_part_reference,keep_as_info,"candidate is a slash-separated part group/range, not one canonical catalog part row",false,595-37778/FS,,suspicious_part_ata,59537778FS:51-70-01,1,595-37778/FS,595-37038 AS,51-70-01,,Catalog ATA: 25-21-00; mention pages: 609,,
