page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
232,t_p_120_1176_p000232,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,217,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000232.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000232.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000232.txt
233,t_p_120_1176_p000233,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,112,1,[],00000233.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000233.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000233.txt
234,t_p_120_1176_p000234,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,221,14,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000234.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000234.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000234.txt
235,t_p_120_1176_p000235,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,198,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000235.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000235.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000235.txt
236,t_p_120_1176_p000236,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,104,1,[],00000236.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000236.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000236.txt
237,t_p_120_1176_p000237,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,201,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000237.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000237.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000237.txt
238,t_p_120_1176_p000238,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,260,12,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000238.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000238.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000238.txt
239,t_p_120_1176_p000239,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,105,1,[],00000239.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000239.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000239.txt
240,t_p_120_1176_p000240,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,212,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000240.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000240.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000240.txt
241,t_p_120_1176_p000241,table,detailed_parts_list,table,validated_primary_route,PASS,65.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,218,12,"[""table_subtype"", ""strong_part_number_density"", ""ocr_text_present""]",00000241.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000241.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000241.txt
242,t_p_120_1176_p000242,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,92,1,[],00000242.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000242.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000242.txt
243,t_p_120_1176_p000243,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,200,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000243.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000243.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000243.txt
244,t_p_120_1176_p000244,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,218,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000244.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000244.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000244.txt
245,t_p_120_1176_p000245,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,113,1,[],00000245.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000245.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000245.txt
246,t_p_120_1176_p000246,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,222,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000246.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000246.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000246.txt
247,t_p_120_1176_p000247,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,165,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000247.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000247.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000247.txt
248,t_p_120_1176_p000248,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,103,1,[],00000248.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000248.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000248.txt
249,t_p_120_1176_p000249,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,198,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000249.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000249.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000249.txt
250,t_p_120_1176_p000250,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,228,12,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000250.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000250.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000250.txt
251,t_p_120_1176_p000251,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,102,1,[],00000251.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000251.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000251.txt
252,t_p_120_1176_p000252,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,189,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000252.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000252.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000252.txt
253,t_p_120_1176_p000253,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,230,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000253.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000253.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000253.txt
254,t_p_120_1176_p000254,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,96,1,[],00000254.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000254.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000254.txt
255,t_p_120_1176_p000255,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,195,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000255.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000255.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000255.txt
256,t_p_120_1176_p000256,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,165,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000256.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000256.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000256.txt
257,t_p_120_1176_p000257,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,98,1,[],00000257.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000257.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000257.txt
258,t_p_120_1176_p000258,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,238,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000258.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000258.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000258.txt
259,t_p_120_1176_p000259,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,149,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000259.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000259.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000259.txt
260,t_p_120_1176_p000260,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,95,1,[],00000260.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000260.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000260.txt
261,t_p_120_1176_p000261,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,223,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000261.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000261.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000261.txt
262,t_p_120_1176_p000262,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,240,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000262.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000262.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000262.txt
263,t_p_120_1176_p000263,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,119,1,[],00000263.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000263.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000263.txt
264,t_p_120_1176_p000264,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,246,11,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000264.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000264.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000264.txt
265,t_p_120_1176_p000265,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,187,8,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000265.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000265.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000265.txt
266,t_p_120_1176_p000266,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,117,1,[],00000266.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000266.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000266.txt
267,t_p_120_1176_p000267,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,238,12,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000267.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000267.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000267.txt
268,t_p_120_1176_p000268,table,detailed_parts_list,table,validated_primary_route,PASS,72.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,121,7,"[""table_subtype"", ""moderate_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000268.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000268.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000268.txt
269,t_p_120_1176_p000269,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,99,1,[],00000269.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000269.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000269.txt
270,t_p_120_1176_p000270,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,196,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000270.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000270.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000270.txt
271,t_p_120_1176_p000271,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,219,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000271.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000271.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000271.txt
272,t_p_120_1176_p000272,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,96,1,[],00000272.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000272.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000272.txt
273,t_p_120_1176_p000273,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],medium,82.0,True,False,False,True,True,202,9,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000273.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000273.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000273.txt
274,t_p_120_1176_p000274,table,detailed_parts_list,table,validated_primary_route,PASS,85.0,"[""table_structure_and_part_evidence_validator""]","[""table_structure_and_part_evidence_validator""]",[],[],high,94.0,False,False,False,True,True,182,10,"[""table_subtype"", ""strong_part_number_density"", ""table_or_ipl_terms"", ""ocr_text_present""]",00000274.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000274.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000274.txt
275,t_p_120_1176_p000275,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,98,1,[],00000275.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000275.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000275.txt
