page_number,page_id,source_member,source_image_path,source_image_sha256,legacy_route,suggested_canonical_route,suggested_route_confidence,suggested_route_reasons,gold_route_label,review_status,review_notes,ocr_word_count,ocr_char_count,part_number_count,part_number_sample,ocr_sample_text,raw_route_reasons,processor_contract,answer_permission,source_truth_mutation_allowed
259,t_p_120_1176_p000259,00000259.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000259.tif,ab2999d17b57267c952e910d440f541cc4e0e190dc4defe1eaa77b006bbfb42c,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,149,1290,9,"[""120-40636-001"", ""120-41231-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-009"", ""120-42660-001"", ""120-47462-001"", ""120-61610-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
49-160 | 120-42660-001 _ TABLE, SNACK FONDING, ASSY
(SEE FIGURE 25-21-00-112) o...cccecccccee VS4956 2
170 | 120-47462-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... VS4956 | 119/315] 2
-171 | 120-61610-001 COVER, LATCH, SNACK TABLE ASSY

(SEE FIGURE 25-21-00-112) oo... VS4956 |316/999] 2

180 | AMO3078-30 ASHTRAY oo cecccccsssssssseesessseesesesttntesesveneeeee E065846 2

190 | 120-40636-001 LINING ASSY, - ARMREST o.......-.cccc VS4956 3

200 | 120-41475-001 COVER, TRIM, FRONT o...cccccccccseceeecee VS4956 1

210 | 120-41475-003 COVER, TRIM, FRONT o...cccccccccseceeecee VS4956 2

220 | 120-41474-002 _COVER, TRIM, REAR-FIXED ARMREST VS4956 1

230 | 120-41231-001 COVER, TRIM,REAR-MOVABLEARMREST VS4956 2

ATTACHING PARTS
240 | PE17001-3PR PLUG, NYLON oo.ecccccccscesctccsssssteeeseseteeeeen 3
250","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
260,t_p_120_1176_p000260,00000260.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000260.tif,a772dc51118b91ff80ad3c15e334abf31b276cc76e23dc0f34f40e69ef0da0f3,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,95,703,1,"[""120-41825-003""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

200

SQ

aS

20

30

N

\

\

20

2

a

>

\

Q

270 180

30

190

=, )\

270

230

(n) ®B)

(LE

1D

70

Q

<>

pa

(A) ®)

10

—

Q

J

O

L/

se

(a

50

©)

y

REZ

10

140

50

170

(C) oo

120

115

80

80

110

80

OD

220 2/0

250

100

240

Qa

115

90 90

Gf

115

115

<.

90

100

125

270

Cl

100 439 15

270-—

10018

260 —-2

120TP250058.MCE

Double Passenger Seat (120-41825-003/503)

Figure 50

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1201

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
261,t_p_120_1176_p000261,00000261.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000261.tif,f3a79489721798bb44af2781d6806bc0c70337377d145c0d3295b81ece45a4ed,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,223,1908,10,"[""120-29068-019"", ""120-29068-041"", ""120-33774-001"", ""120-36842-001"", ""120-41825-003"", ""120-41825-503"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-45726-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
50 - | 120-41825-003 DOUBLE PASSENGER SEAT ASSY ......... VS4956 A REF
- | 120-41825-503 DOUBLE PASSENGER SEAT ASSY ......... VS4956 | 172/999} REF
1 | 120-29068-019 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-92) ooo. cece eee eet teen eneeeey VS4956 A 1
-2 | 120-29068-041 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-93) ooo... eee eeeeeeeeeenteneeeeeeee VS4956 | 172/999 1
10 | 120-33774-001 _ LINING ASSY., SEAT BOTTOM .............. VS4956 2
20 | 120-42221-001 . LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............ VS4956 2
40 | 120-45726-001 . COVER, PLASTIC 000... ee eerecttereeee VS4956 B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............ VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE .................. E0/75221 8
70 | 1002-C/6 . SUPPORT, FASTENE","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
262,t_p_120_1176_p000262,00000262.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000262.tif,63d1f24c236b36686da81b4d6d4a9795d408dbb8aa6b00448309047fc5983d19,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,240,1848,11,"[""120-37313-001"", ""120-40636-001"", ""120-41208-001"", ""120-41231-001"", ""120-41474-001"", ""120-41475-003"", ""120-41784-002"", ""120-41825-003"", ""120-42660-001"", ""120-47462-001"", ""120-61610-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK vase EODE. FROM | PER
NUMBER TO ASSY
50 180 | 120-37313-001 . HOLDER, MAGAZINE ........ cece VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE ................00. E075221 4
-186 | H14-04 As | Oe V15653 4
-187 |MS24693-C5 SCREW oo... ccccccceceeeeceeeeeeeeeeeneeneneenees 4
190 | 120-42660-001 . TABLE, SNACK FONDING, ASSY
(SEE FIGURE 25-21-00-112) «0.0... VS4956 A 2
200 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112 0... VS4956 C 2
-201 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112 «0.0.0... VS4956 | 119/315 2
-202 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112 «00.0... VS4956 | 316/999 2
210 | AM03078-30 ASHTRAY uo. ccccccccccccccccececceeeetstetsassaneeaneees E065846 D 2
-211 | AM03078-22 ASHTRAY ooo ccccccccccccccceececcceeessestsassaeeeaneees E065846 E 2
220 | 120","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
263,t_p_120_1176_p000263,00000263.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000263.tif,6a12dbb4a46d3c1a8b6b45b42abc1f95dc0b0b14f3acf9dd1796dba27244c177,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,119,868,1,"[""120-41825-007""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

LPNS

aN ~

Is SN ~7\

We

nS N

Nv \

\\

WN

K |

he \\ in

\

\\

~ WW

\N

20

180

>

A

30

Q

Y

hy

20

30

70

<

a

<=

60

(a) B

KS

EL|

(74)

CIE

ia

50

<—F

Jy

(A) &)

220

Sa

(FL

10

QD

190

J

260

230

260

©) ©

ww

y

wi

©,

ET]

270

10

WJ

aa

Ais

260

150 160

170

250

80

115)

80

80

80

100

aso

220 960

115

240

200 \

<L

115

CN

AN

90 90

90

115

260

125

\&,

400 100 ec ye

270

115 tHo

260 ——

250 —¢

120TP250059.MCE

Double Passenger Seat (120-41825-007/017)

Figure 51

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1204

T.P. 120/1176

Jan 15/01
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
264,t_p_120_1176_p000264,00000264.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000264.tif,83bc0eae2bb82ea4bd4bda4ad3c2e15e7e2b566e754d2bda9d377d87ce9a9acf,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,246,1965,11,"[""120-29068-021"", ""120-29068-023"", ""120-33774-001"", ""120-36842-001"", ""120-36842-003"", ""120-41825-007"", ""120-41825-017"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-45726-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK eater CODE FROM PER
NUMBER TO ASSY
51 - | 120-41825-007 DOUBLE PASSENGER SEAT ASSY .......... VS4956 A REF
- | 120-41825-017 DOUBLE PASSENGER SEAT ASSY .......... VS4956 | 172/999) REF
1 | 120-29068-021 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-96) oo... ccccceeeeeteeeeeeeeenees VS4956 A 1
-2 | 120-29068-023 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-96) 0... cccccc ccc eee eet eeeeeee nee es VS4956 | 172/999 1
10 | 120-33774-001 . LINING ASSY., SEAT BOTTOM ............... VS4956 2
20 | 120-42221-001 . LINING ASSY., SEAT BACKREST ............ VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST. .............. VS4956 2
40 | 120-45726-001 . COVER, PLASTIC oo... eee VS4956 B 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ......0...... VS4956 A 2
-51 | 120-36842-003 . STOWAGE ASSY., LIFE JACKET 0.0.0.0... VS4956 | 172/999 2
ATTACHING PARTS
60 | 1002-F . FASTENE","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
265,t_p_120_1176_p000265,00000265.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000265.tif,a6a6958cf16c5bbc67fc1a0d07de57f7714890173e18b4f57d65b11f03e133f6,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,187,1579,8,"[""120-37313-001"", ""120-40636-001"", ""120-41231-001"", ""120-41474-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-007""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Maer EODE. FROM | PER
NUMBER TO ASSY
51 180 | 120-37313-001 . HOLDER, MAGAZINE .............0ccccceseeeeeeees VS4956 2
ATTACHING PARTS
-185 | 1002-F . FASTENER BUTTON, MALE .................. E075221 4
-186 | H14-04 A LO eee V15653 4
-187 | MS24693-C5 SCREW ooo... cccccccccccccscsttsseassseeeaeeeeeeeees 4
190 | 120-41474-001 . COVER, TRIM, REAR - FIXED ARMREST VS4956 1
-191 | 120-41474-002 . COVER, TRIM, REAR - FIXEDARMREST VS4956 1
200 | 120-41231-001 . COVER, TRIM, REAR - MOVABLE
ARMREST. .........cccccccsscccceeecceesceesstsseueeeeneees VS4956 1
210 | AM03078-30 WASHTRAY oo cccccccccccccenccenttttaeeeeeeeeeeeeees E065846 C 2
-211 | AM03078-22 WASHTRAY oo cccccccccccccenccenttttaeeeeeeeeeeeeees E065846 A 2
220 | 120-40636-001 . LINING ASSY,- ARMREST ............cee VS4956 3
230 | 120-41475-001 . COVER, TRIM, FRONT. ........... cece VS4956 1
240 | 120-41475-00","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
266,t_p_120_1176_p000266,00000266.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000266.tif,5b729081324f3b8fad01d8739f932bc950960535af655ee180e9d3b79f8556fd,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,117,581,1,"[""120-41825-507""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
ce~ 40
Wess \
we \\
Ye \ N
150 <2. 1 30
& 20
(C) is
30
70
Sr 3
VF Fi @ © y
y~ » OD ST] ®
(/ 50 (K SF
wT si||(a) ®
ey 4
10
200 | SI SF
230 Jy (A)
180 ys y
230 | Pa (C) (D) WN ee ZA
SL 140
4 10 aN
230-—*
220 —f (D)
80
wil? 80 9
1D} 170 230 sai 110 80
190 210 \ 100 Ly
| a (B) 90% 90 | “ee a7 115
ay ) 100 100 4130 Pind 125
230 —4 10 18 7 \°
— 100 115
220 —o
120TP250060A.MCE
Double Passenger Seat (120-41825-507/517)
Figure 52
Sheet 1
EFFECTIVITY: ALL
25-21 -00 Page 1207
Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
267,t_p_120_1176_p000267,00000267.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000267.tif,642e2f4696f900430a205f33fdb4eb78ab8f18bd71fc58ace8912896ee6c37a1,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,238,2064,12,"[""120-29068-049"", ""120-29068-051"", ""120-33774-001"", ""120-36842-001"", ""120-36842-003"", ""120-37313-001"", ""120-41825-507"", ""120-41825-517"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-45726-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM; PARTNUMBER | STOCK Maer EODE. FROM; PER
NUMBER TO ASSY
52 - | 120-41825-507 DOUBLE PASSENGER SEAT ASSY .......... VS4956 | 172/999} REF
- | 120-41825-517 DOUBLE PASSENGER SEAT ASSY .......... VS4956 | 172/999} REF
1 | 120-29068-049 . STRUCTURE, ASSY. (SEE FIGURE
295-21-00-95) ooo... eect eereenenereereees VS4956 | 172/999 1
-2 | 120-29068-051 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-98) ooo... eee ee reenenereereees VS4956 | 172/999 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM ............... VS4956 2
20 | 120-42221-001 _ LINING ASSY., SEAT BACKREST ............ VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............. VS4956 2
40 | 120-45726-001 . COVER, PLASTIC 200... eeeterereenees VS4956 A 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
-51 | 120-36842-003 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
268,t_p_120_1176_p000268,00000268.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000268.tif,909dbd33be0ea804ba369da76b46119a8f27d70e166cfca56b29f0fafd7423cb,table,detailed_parts_list,medium,"[""part_number_present"", ""ipl_column_terms""]",,needs_review,,121,1071,7,"[""120-40636-001"", ""120-41231-001"", ""120-41474-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-507""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
52 160 | AM03078-30 ASHTRAY ooocccccccccscssssesseesesevtteessineensee F065846 2
170 | 120-40636-001 LINING ASSY, - ARMREST .........ccccc VS4956 3
180 | 120-41475-001 COVER, TRIM, FRONT oo.....cccccccscceeecne VS4956 1
190 | 120-41475-003 COVER, TRIM, FRONT oo.....cccccccscceeecne VS4956 2
200 | 120-41474-001 _COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-201 | 120-41474-002 COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
210 | 120-41231-001 _COVER, TRIM, REAR - MOVABLE
ARMREST ooo ccccssosscsessossesessesesseteseretenteesenee VS4956 2
ATTACHING PARTS
220 | PE17001-3PR PLUG, NYLON oo.ecccccccccccessesssteeeessteneeesee 3
230 | MS24693-C26 SCREW ooccccccceccessseseesssssteeesseveneeeeseeeseen 16

USAGE CODE LIST

A AIRCRAFT 120104 THRU 120308 AND
120310

-ITEM NOT ILLUSTRATED

Double Passenger Seat (120-41825-507/517)
Figur","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
269,t_p_120_1176_p000269,00000269.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000269.tif,aac93d7e253b6c0d4c6c2355bd95151d33d897162b0d4c3878daae7c35012879,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,99,514,1,"[""120-41825-005""]","-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
40
200 QLD
By SQ 20
280 180 bo <> (C) <>
70 30
ena 9
r~~HO Eqoe J
Cr SP me: GE
(/ 50 ( LF
ULF 7|(A) B)
280 <9 (A)
230 \
280 | << WN ] EA
ae WN Sar
290 =} ° a 170
280 ~~“
_#F 160
270 (D) *
ral 80 i
210 110
240 & “280 \, 100 14575 4 i
i ST (® 90"" 90 * 6.4 A 0
280 AA M5 de ed, 4
290 —_| 110 @
2801 100 115
270 —e
120TP250056.MCE
Double Passenger Seat (120-41825-005)
Figure 53
Sheet 1
EFFECTIVITY: ALL 25-21 -00
‘Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
270,t_p_120_1176_p000270,00000270.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000270.tif,2ad312aa3acb3b9197121c7f606949d80a6928c95d1b93f5cf753a772ffef980,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,196,1911,9,"[""120-29068-025"", ""120-33774-001"", ""120-36842-001"", ""120-37313-001"", ""120-41825-005"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-45726-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK vase EODE. FROM| PER
NUMBER To | ASSY
53 - | 120-41825-005 DOUBLE PASSENGER SEAT ASSy .......... vs4956| A REF
1 | 120-29068-025 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-102) oooeecceccecscscesessesteteeeteeteenee _ VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM... VS4956 2
20 | 120-42221-001 LINING ASSY., SEAT BACKREST ........... VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST ............ VS4956 2
40 | 120-45726-001 COVER, PLASTIC .o..cccccccccsssectessse tees VS4956 | 104/171] 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............ VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE 0... ccc E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT SEAT BELT ooocccccceccsssseseecsssesteeesessteeeeenee VS4956 2
ATTACHING PARTS
90 |MS21042L4 NUT ooccescssecsssossenesssssneeesestneesesventessesseneeen 3
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
271,t_p_120_1176_p000271,00000271.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000271.tif,b858a2ddccac000874013a3423e7d7bf6f120b629d7c5056568a35a53facbeeb,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,219,1892,10,"[""120-40636-001"", ""120-41208-001"", ""120-41231-001"", ""120-41474-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-005"", ""120-42660-001"", ""120-47462-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
53 ATTACHING PARTS
-185 | 1002-F FASTENER BUTTON, MALE ©0000... E075221 4
-186 |H14-04 NUT ecccccesscssseeessssseesssevnseessstteeserevtneseneeess 15653 4
-187 |MS24693-C5 SCREW ooeeccccccsssssseesssssesssesvtteessstnseeevnneee 4
190 | 120-42660-001 _ TABLE, SNACK FOLDING, ASSY (SEE
FIGURE 25-21-00-112) ooo..ccccsecccceeeeeeee VS4956 2
200 | 120-41208-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... vs4956| 8B 2
-201 | 120-47462-001 COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) oo... vs4956 | 119/171] 2
210 | AM03078-30 ASHTRAY oo cecccccsssssssseesessseesesesttntesesveneeeee E065846; C 2
-211 | AM03078-22 ASHTRAY oo cecccccsssssssseesessseesesesttntesesveneeeee F065846| D 2
220 | 120-40636-001 LINING ASSY, - ARMREST o.......-.cccc VS4956 3
230 | 120-41475-001 COVER, TRIM, FRONT o...cccccccccs","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
272,t_p_120_1176_p000272,00000272.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000272.tif,a731dd54e89e3eea9b5452cbcba2f50eedea5e75f72277863185dddf6b9c4978,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,96,737,1,"[""120-41825-505""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

a

AN

20

L

q

\

‘N)

\

N

30

»

20

250 150

160

IO

70

30

&

60

C7

Fl @) ©

roy

mae

(4

50

Q

<>

190

PAS

10

<

220

QQ

200

250

(Toe

250

©) ©

Sv

SY

y

=,

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<

115

115

<

90

250 |

CT

100 100

(77)

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-505)

Figure 54

Sheet 1

EFFECTIVITY: ALL

25-21-00

Page 1213

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
273,t_p_120_1176_p000273,00000273.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000273.tif,97e626c23c86ed07413659bc5ccb699ce7ed41133d3f6fdda12eda82530acfc9,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,202,1850,9,"[""120-29068-043"", ""120-33774-001"", ""120-36842-001"", ""120-37313-001"", ""120-41825-505"", ""120-42070-001"", ""120-42221-001"", ""120-42547-019"", ""120-45726-001""]","€& emenncr

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Maer EODE. FROM| PER
NUMBER To | ASSY
54 - | 120-41825-505 DOUBLE PASSENGER SEAT ASSy .......... vS4956 | 172/999] REF
1 | 120-29068-043 . STRUCTURE, ASSY. (SEE FIGURE
25-21-00-104) ooo eecccecccsecce cesses teeeeeseneeee _ VS4956 1
10 | 120-33774-001 LINING ASSY., SEAT BOTTOM .......000..-. VS4956 2
20 | 120-42221-001 LINING ASSY., SEAT BACKREST............. VS4956 2
30 | 120-42070-001 . FOAM ASSY., SEAT BACKREST 0.0... VS4956 2
40 | 120-45726-001 COVER, PLASTIC .o...ccccccccccsscseeessesteeeeeen vs4956| C 2
50 | 120-36842-001 . STOWAGE ASSY., LIFE JACKET ............. VS4956 2
ATTACHING PARTS
60 | 1002-F . FASTENER BUTTON, MALE ..0......c0cccc0- E075221 8
70 | 1002-C/6 . SUPPORT, FASTENER BUTTON MALE .. 8
80 | PE915051-1-PT SEAT BELT oo cccccccccsecscesessestecesssssenteeevenneee VS4956 2
ATTACHING PARTS
90 |MS21042L4 NUT occccccsssssssssssssnsssrsteesese","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
274,t_p_120_1176_p000274,00000274.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000274.tif,1c1bc00a2a97e37a872207631f1ff37b233b37963faeeceeef823d3bf81b23bd,table,detailed_parts_list,high,"[""high_part_number_density"", ""detailed_parts_list_candidate""]",,needs_review,,182,1401,10,"[""120-40636-001"", ""120-41231-001"", ""120-41474-001"", ""120-41474-002"", ""120-41475-001"", ""120-41475-003"", ""120-41825-505"", ""120-42660-001"", ""120-47462-001"", ""120-61610-001""]","€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM PART NUMBER STOCK vase EODE. FROM PER
NUMBER TO ASSY
54 160 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY
(SEE FIGURE 25-21-00-112) 0.0... VS4956 2
170 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 119/315 2
-171 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY
(SEE FIGURE 25-21-00-112) ..... VS4956 | 316/999 2
180 | AM03078-30 ASHTRAY. ooo. cccccccceccccccccenecusecuseussenseeuveneees E065846 2
190 | 120-40636-001 . LINING ASSY, - ARMREST .............000.2. VS4956 3
200 | 120-41475-001 . COVER, TRIM, FRONT .....0... ee VS4956 1
210 | 120-41475-003 . COVER, TRIM, FRONT .....0... ee VS4956 2
220 | 120-41474-001 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
-221 | 120-41474-002 . COVER, TRIM, REAR-FIXED ARMREST. VS4956 1
230 | 120-41231-001 .COVER,TRIM,REAR-MOVABLEARMREST VS4956 2
ATTACHING PARTS
240 | PE17001-3PR . PLUG, NYLON ooo eeee r","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
275,t_p_120_1176_p000275,00000275.tif,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000275.tif,01e379081e48eef3536ba4a046b172edde07b2440e8691d522332119e0c5cf20,table,image_visual_diagram,medium,"[""figure_or_visual_label_signal"", ""limited_text_or_visual_route""]",,needs_review,,98,743,1,"[""120-41825-519""]","-< EMBRAER

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST

40

170

o-~

AN

20

?

Q

‘N)

\

N

30

“

20

250 150

160

IO

70

30

&>

60

C?

im ®

lee,

mae

(2D

50

QD

<>

190

DAD

10

220

Sa

200

250

(Tos

250

<)

©) ©

Sv

SY

y

é

C7

10

Ca.

250—4

240°

©) ,

115)

80

120

80

190 250

110

80

210

OD

100

230 \

oN

115

90 90

<i

115

115

Sl

90

250 |

El

100 100

(77

120

130/415

250 ~

115 100

240 —e

120TP250057.MCE

Double Passenger Seat (120-41825-519/521)

Figure 55

Sheet 1

EFFECTIVITY: ALL

25-21-00 Page 1216

Sep 30/98
","[""table_or_parts_list_text_cues""]",table_ocr_table_candidate_scan,False,False
